Country,Code,Product,Amount
GRENADA,GRD,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
IRELAND,IRL,M8 - MEDICAL AND SCIENTIFIC INSTRUM,21
KAZAKHSTAN,KAZ,M8 - MEDICAL AND SCIENTIFIC INSTRUM,3
KIRIBATI REP,KIR,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
LAO PD RP,LAO,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
MACAO,MAC,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
MICRONESIA,FSM,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
MOLDOVA,MDA,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
PAPUA N GNA,PNG,M8 - MEDICAL AND SCIENTIFIC INSTRUM,1
PUERTO RICO,PRI,M8 - MEDICAL AND SCIENTIFIC INSTRUM,4
ST KITT N A,KNA,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
SWAZILAND,SWZ,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
TAJIKISTAN,TJK,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
TIMOR LESTE,TLS,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
VANUATU REP,VUT,M8 - MEDICAL AND SCIENTIFIC INSTRUM,0
BAHAMAS,BHS,M9 - OFFICE EQUIPMENTS,0
BOLIVIA,BOL,M9 - OFFICE EQUIPMENTS,1
TURKS C IS,TCA,M9 - OFFICE EQUIPMENTS,0
BOSNIA-HRZGOVIN,BIH,"N1 - AC, REFRIGERATION MACHNRY ETC",2
BRUNEI,BRN,"N1 - AC, REFRIGERATION MACHNRY ETC",1
LUXEMBOURG,LUX,"N1 - AC, REFRIGERATION MACHNRY ETC",0
MACAO,MAC,"N1 - AC, REFRIGERATION MACHNRY ETC",0
NEW CALEDONIA,NCL,"N1 - AC, REFRIGERATION MACHNRY ETC",1
SAO TOME,STP,"N1 - AC, REFRIGERATION MACHNRY ETC",0
TONGA,TON,"N1 - AC, REFRIGERATION MACHNRY ETC",0
VIRGIN IS US,VIR,"N1 - AC, REFRIGERATION MACHNRY ETC",0
BERMUDA,BMU,N2 - BICYCLE AND PARTS,0
BURKINA FASO,BFA,N2 - BICYCLE AND PARTS,14
BURUNDI,BDI,N2 - BICYCLE AND PARTS,2
CHAD,TCD,N2 - BICYCLE AND PARTS,3
MALAWI,MWI,N2 - BICYCLE AND PARTS,7
MALI,MLI,N2 - BICYCLE AND PARTS,7
MOZAMBIQUE,MOZ,N2 - BICYCLE AND PARTS,14
ZAMBIA,ZMB,N2 - BICYCLE AND PARTS,6
LAO PD RP,LAO,"N3 - CRANES, LIFTS AND WINCHES",0
N. MARIANA IS.,MNP,"N3 - CRANES, LIFTS AND WINCHES",0
ALBANIA,ALB,N4 - ELECTRIC MACHINERY AND EQUIPME,2
ARUBA,ABW,N4 - ELECTRIC MACHINERY AND EQUIPME,0
AUSTRALIA,AUS,N4 - ELECTRIC MACHINERY AND EQUIPME,112
AUSTRIA,AUT,N4 - ELECTRIC MACHINERY AND EQUIPME,38
BHUTAN,BTN,N4 - ELECTRIC MACHINERY AND EQUIPME,40
BOSNIA-HRZGOVIN,BIH,N4 - ELECTRIC MACHINERY AND EQUIPME,3
BURUNDI,BDI,N4 - ELECTRIC MACHINERY AND EQUIPME,6
C AFRI REP,CAF,N4 - ELECTRIC MACHINERY AND EQUIPME,1
CHILE,CHL,N4 - ELECTRIC MACHINERY AND EQUIPME,30
CONGO D. REP.,COG,N4 - ELECTRIC MACHINERY AND EQUIPME,14
COTE D' IVOIRE,CIV,N4 - ELECTRIC MACHINERY AND EQUIPME,14
CZECH REPUBLIC,CZE,N4 - ELECTRIC MACHINERY AND EQUIPME,41
DENMARK,DNK,N4 - ELECTRIC MACHINERY AND EQUIPME,54
DOMINICA,DOM,N4 - ELECTRIC MACHINERY AND EQUIPME,0
ESTONIA,EST,N4 - ELECTRIC MACHINERY AND EQUIPME,5
FIJI IS,FJI,N4 - ELECTRIC MACHINERY AND EQUIPME,2
FINLAND,FIN,N4 - ELECTRIC MACHINERY AND EQUIPME,30
FRANCE,FRA,N4 - ELECTRIC MACHINERY AND EQUIPME,426
GAMBIA,GMB,N4 - ELECTRIC MACHINERY AND EQUIPME,5
GEORGIA,GEO,N4 - ELECTRIC MACHINERY AND EQUIPME,3
GERMANY,DEU,N4 - ELECTRIC MACHINERY AND EQUIPME,581
HUNGARY,HUN,N4 - ELECTRIC MACHINERY AND EQUIPME,59
ICELAND,ISL,N4 - ELECTRIC MACHINERY AND EQUIPME,0
IRAQ,IRQ,N4 - ELECTRIC MACHINERY AND EQUIPME,35
IRELAND,IRL,N4 - ELECTRIC MACHINERY AND EQUIPME,21
JAPAN,JPN,N4 - ELECTRIC MACHINERY AND EQUIPME,263
KOREA DP RP,PRK,N4 - ELECTRIC MACHINERY AND EQUIPME,0
LAO PD RP,LAO,N4 - ELECTRIC MACHINERY AND EQUIPME,0
LIBERIA,LBR,N4 - ELECTRIC MACHINERY AND EQUIPME,5
LITHUANIA,LTU,N4 - ELECTRIC MACHINERY AND EQUIPME,10
LUXEMBOURG,LUX,N4 - ELECTRIC MACHINERY AND EQUIPME,5
MALTA,MLT,N4 - ELECTRIC MACHINERY AND EQUIPME,2
MAURITIUS,MUS,N4 - ELECTRIC MACHINERY AND EQUIPME,10
MEXICO,MEX,N4 - ELECTRIC MACHINERY AND EQUIPME,91
MONTSERRAT,MSR,N4 - ELECTRIC MACHINERY AND EQUIPME,0
MYANMAR,MMR,N4 - ELECTRIC MACHINERY AND EQUIPME,11
NAURU RP,NRU,N4 - ELECTRIC MACHINERY AND EQUIPME,0
NEPAL,NPL,N4 - ELECTRIC MACHINERY AND EQUIPME,156
NEW ZEALAND,NZL,N4 - ELECTRIC MACHINERY AND EQUIPME,13
NICARAGUA,NIC,N4 - ELECTRIC MACHINERY AND EQUIPME,3
NIGERIA,NGA,N4 - ELECTRIC MACHINERY AND EQUIPME,161
NORFOLK IS,NFK,N4 - ELECTRIC MACHINERY AND EQUIPME,0
NORWAY,NOR,N4 - ELECTRIC MACHINERY AND EQUIPME,14
POLAND,POL,N4 - ELECTRIC MACHINERY AND EQUIPME,510
ROMANIA,ROU,N4 - ELECTRIC MACHINERY AND EQUIPME,43
SERBIA,SRB,N4 - ELECTRIC MACHINERY AND EQUIPME,5
SEYCHELLES,SYC,N4 - ELECTRIC MACHINERY AND EQUIPME,1
SIERRA LEONE,SLE,N4 - ELECTRIC MACHINERY AND EQUIPME,6
SINGAPORE,SGP,N4 - ELECTRIC MACHINERY AND EQUIPME,392
SLOVAK REP,SVK,N4 - ELECTRIC MACHINERY AND EQUIPME,20
SLOVENIA,SVN,N4 - ELECTRIC MACHINERY AND EQUIPME,28
SURINAME,SUR,N4 - ELECTRIC MACHINERY AND EQUIPME,1
SWEDEN,SWE,N4 - ELECTRIC MACHINERY AND EQUIPME,44
TAJIKISTAN,TJK,N4 - ELECTRIC MACHINERY AND EQUIPME,3
TANZANIA REP,TZA,N4 - ELECTRIC MACHINERY AND EQUIPME,47
TOGO,TGO,N4 - ELECTRIC MACHINERY AND EQUIPME,7
TONGA,TON,N4 - ELECTRIC MACHINERY AND EQUIPME,1
TRINIDAD,TTO,N4 - ELECTRIC MACHINERY AND EQUIPME,3
TURKMENISTAN,TKM,N4 - ELECTRIC MACHINERY AND EQUIPME,26
UNITED KINGDOM,GBR,N4 - ELECTRIC MACHINERY AND EQUIPME,456
UNITED STATES OF AMERICA,USA,N4 - ELECTRIC MACHINERY AND EQUIPME,2719
UGANDA,UGA,N4 - ELECTRIC MACHINERY AND EQUIPME,12
ZAMBIA,ZMB,N4 - ELECTRIC MACHINERY AND EQUIPME,9
ZIMBABWE,ZWE,N4 - ELECTRIC MACHINERY AND EQUIPME,2
GUAM,GUM,N5 - IC ENGINES AND PARTS,0
LEBANON,LBN,N5 - IC ENGINES AND PARTS,15
SLOVAK REP,SVK,N5 - IC ENGINES AND PARTS,6
THAILAND,THA,N5 - IC ENGINES AND PARTS,591
ALBANIA,ALB,N6 - INDL. MACHNRY FOR DAIRY ETC,1
ALGERIA,DZA,N6 - INDL. MACHNRY FOR DAIRY ETC,25
ANGOLA,AGO,N6 - INDL. MACHNRY FOR DAIRY ETC,13
ANGUILLA,AIA,N6 - INDL. MACHNRY FOR DAIRY ETC,0
ANTIGUA,ATG,N6 - INDL. MACHNRY FOR DAIRY ETC,0
ARMENIA,ARM,N6 - INDL. MACHNRY FOR DAIRY ETC,1
AUSTRIA,AUT,N6 - INDL. MACHNRY FOR DAIRY ETC,38
AZERBAIJAN,AZE,N6 - INDL. MACHNRY FOR DAIRY ETC,1
BELARUS,BLR,N6 - INDL. MACHNRY FOR DAIRY ETC,1
BELIZE,BLZ,N6 - INDL. MACHNRY FOR DAIRY ETC,0
BENIN,BEN,N6 - INDL. MACHNRY FOR DAIRY ETC,19
BOLIVIA,BOL,N6 - INDL. MACHNRY FOR DAIRY ETC,1
BOTSWANA,BWA,N6 - INDL. MACHNRY FOR DAIRY ETC,3
BRAZIL,BRA,N6 - INDL. MACHNRY FOR DAIRY ETC,199
BURKINA FASO,BFA,N6 - INDL. MACHNRY FOR DAIRY ETC,5
BURUNDI,BDI,N6 - INDL. MACHNRY FOR DAIRY ETC,3
C AFRI REP,CAF,N6 - INDL. MACHNRY FOR DAIRY ETC,0
CAMBODIA,KHM,N6 - INDL. MACHNRY FOR DAIRY ETC,11
CAMEROON,CMR,N6 - INDL. MACHNRY FOR DAIRY ETC,8
CHAD,TCD,N6 - INDL. MACHNRY FOR DAIRY ETC,1
CHILE,CHL,N6 - INDL. MACHNRY FOR DAIRY ETC,21
CONGO D. REP.,COG,N6 - INDL. MACHNRY FOR DAIRY ETC,11
CONGO P REP,COD,N6 - INDL. MACHNRY FOR DAIRY ETC,4
COSTA RICA,CRI,N6 - INDL. MACHNRY FOR DAIRY ETC,7
COTE D' IVOIRE,CIV,N6 - INDL. MACHNRY FOR DAIRY ETC,13
CUBA,CUB,N6 - INDL. MACHNRY FOR DAIRY ETC,1
CZECH REPUBLIC,CZE,N6 - INDL. MACHNRY FOR DAIRY ETC,25
EL SALVADOR,SLV,N6 - INDL. MACHNRY FOR DAIRY ETC,2
ETHIOPIA,ETH,N6 - INDL. MACHNRY FOR DAIRY ETC,31
FIJI IS,FJI,N6 - INDL. MACHNRY FOR DAIRY ETC,3
FR GUIANA,GUF,N6 - INDL. MACHNRY FOR DAIRY ETC,0
GABON,GAB,N6 - INDL. MACHNRY FOR DAIRY ETC,2
GEORGIA,GEO,N6 - INDL. MACHNRY FOR DAIRY ETC,10
GERMANY,DEU,N6 - INDL. MACHNRY FOR DAIRY ETC,371
GHANA,GHA,N6 - INDL. MACHNRY FOR DAIRY ETC,48
GUADELOUPE,GLP,N6 - INDL. MACHNRY FOR DAIRY ETC,0
GUATEMALA,GTM,N6 - INDL. MACHNRY FOR DAIRY ETC,12
GUINEA,GIN,N6 - INDL. MACHNRY FOR DAIRY ETC,13
GUINEA BISSAU,GNB,N6 - INDL. MACHNRY FOR DAIRY ETC,0
GUYANA,GUY,N6 - INDL. MACHNRY FOR DAIRY ETC,4
HONDURAS,HND,N6 - INDL. MACHNRY FOR DAIRY ETC,10
HUNGARY,HUN,N6 - INDL. MACHNRY FOR DAIRY ETC,25
ICELAND,ISL,N6 - INDL. MACHNRY FOR DAIRY ETC,1
INDONESIA,IDN,N6 - INDL. MACHNRY FOR DAIRY ETC,146
JAMAICA,JAM,N6 - INDL. MACHNRY FOR DAIRY ETC,1
KENYA,KEN,N6 - INDL. MACHNRY FOR DAIRY ETC,133
KOREA DP RP,PRK,N6 - INDL. MACHNRY FOR DAIRY ETC,0
LAO PD RP,LAO,N6 - INDL. MACHNRY FOR DAIRY ETC,1
LATVIA,LVA,N6 - INDL. MACHNRY FOR DAIRY ETC,3
LESOTHO,LSO,N6 - INDL. MACHNRY FOR DAIRY ETC,0
LIBERIA,LBR,N6 - INDL. MACHNRY FOR DAIRY ETC,4
LITHUANIA,LTU,N6 - INDL. MACHNRY FOR DAIRY ETC,7
LUXEMBOURG,LUX,N6 - INDL. MACHNRY FOR DAIRY ETC,1
MACAO,MAC,N6 - INDL. MACHNRY FOR DAIRY ETC,0
MACEDONIA,MKD,N6 - INDL. MACHNRY FOR DAIRY ETC,3
MALAWI,MWI,N6 - INDL. MACHNRY FOR DAIRY ETC,13
MALI,MLI,N6 - INDL. MACHNRY FOR DAIRY ETC,14
MARSHALL ISLAND,MHL,N6 - INDL. MACHNRY FOR DAIRY ETC,0
MAURITANIA,MRT,N6 - INDL. MACHNRY FOR DAIRY ETC,3
MEXICO,MEX,N6 - INDL. MACHNRY FOR DAIRY ETC,145
MOLDOVA,MDA,N6 - INDL. MACHNRY FOR DAIRY ETC,1
MONTENEGRO,MNE,N6 - INDL. MACHNRY FOR DAIRY ETC,4
MONTSERRAT,MSR,N6 - INDL. MACHNRY FOR DAIRY ETC,0
MOZAMBIQUE,MOZ,N6 - INDL. MACHNRY FOR DAIRY ETC,19
MYANMAR,MMR,N6 - INDL. MACHNRY FOR DAIRY ETC,20
NAMIBIA,NAM,N6 - INDL. MACHNRY FOR DAIRY ETC,1
NEPAL,NPL,N6 - INDL. MACHNRY FOR DAIRY ETC,304
NEW CALEDONIA,NCL,N6 - INDL. MACHNRY FOR DAIRY ETC,1
NICARAGUA,NIC,N6 - INDL. MACHNRY FOR DAIRY ETC,4
NIGER,NER,N6 - INDL. MACHNRY FOR DAIRY ETC,2
NIGERIA,NGA,N6 - INDL. MACHNRY FOR DAIRY ETC,169
PAPUA N GNA,PNG,N6 - INDL. MACHNRY FOR DAIRY ETC,1
PARAGUAY,PRY,N6 - INDL. MACHNRY FOR DAIRY ETC,5
PHILIPPINES,PHL,N6 - INDL. MACHNRY FOR DAIRY ETC,41
POLAND,POL,N6 - INDL. MACHNRY FOR DAIRY ETC,61
PORTUGAL,PRT,N6 - INDL. MACHNRY FOR DAIRY ETC,26
ROMANIA,ROU,N6 - INDL. MACHNRY FOR DAIRY ETC,13
RUSSIA,RUS,N6 - INDL. MACHNRY FOR DAIRY ETC,65
RWANDA,RWA,N6 - INDL. MACHNRY FOR DAIRY ETC,4
SERBIA,SRB,N6 - INDL. MACHNRY FOR DAIRY ETC,9
SINGAPORE,SGP,N6 - INDL. MACHNRY FOR DAIRY ETC,306
SLOVENIA,SVN,N6 - INDL. MACHNRY FOR DAIRY ETC,10
SOLOMON IS,SLB,N6 - INDL. MACHNRY FOR DAIRY ETC,0
SOUTH AFRICA,ZAF,N6 - INDL. MACHNRY FOR DAIRY ETC,121
SRI LANKA DSR,LKA,N6 - INDL. MACHNRY FOR DAIRY ETC,145
ST KITT N A,KNA,N6 - INDL. MACHNRY FOR DAIRY ETC,0
ST LUCIA,LCA,N6 - INDL. MACHNRY FOR DAIRY ETC,0
SUDAN,SDN,N6 - INDL. MACHNRY FOR DAIRY ETC,33
SURINAME,SUR,N6 - INDL. MACHNRY FOR DAIRY ETC,1
SWAZILAND,SWZ,N6 - INDL. MACHNRY FOR DAIRY ETC,2
SYRIA,SYR,N6 - INDL. MACHNRY FOR DAIRY ETC,3
TAJIKISTAN,TJK,N6 - INDL. MACHNRY FOR DAIRY ETC,1
TANZANIA REP,TZA,N6 - INDL. MACHNRY FOR DAIRY ETC,93
THAILAND,THA,N6 - INDL. MACHNRY FOR DAIRY ETC,217
TIMOR LESTE,TLS,N6 - INDL. MACHNRY FOR DAIRY ETC,0
TOGO,TGO,N6 - INDL. MACHNRY FOR DAIRY ETC,8
TONGA,TON,N6 - INDL. MACHNRY FOR DAIRY ETC,0
TUNISIA,TUN,N6 - INDL. MACHNRY FOR DAIRY ETC,10
TURKEY,TUR,N6 - INDL. MACHNRY FOR DAIRY ETC,210
TURKMENISTAN,TKM,N6 - INDL. MACHNRY FOR DAIRY ETC,9
UGANDA,UGA,N6 - INDL. MACHNRY FOR DAIRY ETC,51
UKRAINE,UKR,N6 - INDL. MACHNRY FOR DAIRY ETC,10
URUGUAY,URY,N6 - INDL. MACHNRY FOR DAIRY ETC,7
UZBEKISTAN,UZB,N6 - INDL. MACHNRY FOR DAIRY ETC,27
VANUATU REP,VUT,N6 - INDL. MACHNRY FOR DAIRY ETC,0
ZAMBIA,ZMB,N6 - INDL. MACHNRY FOR DAIRY ETC,24
ZIMBABWE,ZWE,N6 - INDL. MACHNRY FOR DAIRY ETC,15
AZERBAIJAN,AZE,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",2
BAHARAIN IS,BHR,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",26
KAZAKHSTAN,KAZ,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",8
LAO PD RP,LAO,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",1
LIECHTENSTEIN,LIE,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",0
MONACO,MCO,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",0
NAURU RP,NRU,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",0
NEW CALEDONIA,NCL,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",0
ROMANIA,ROU,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",17
SURINAME,SUR,"N7 - ATM, INJCTNG MLDING MCHNRY ETC",2
ALGERIA,DZA,"N8 - NUCLER REACTR, INDL BOILR, PRT",66
SAMOA,WSM,"N8 - NUCLER REACTR, INDL BOILR, PRT",0
ANTIGUA,ATG,N9 - OTHER CONSTRUCTION MACHINERY,0
ARMENIA,ARM,N9 - OTHER CONSTRUCTION MACHINERY,1
BAHAMAS,BHS,N9 - OTHER CONSTRUCTION MACHINERY,0
BARBADOS,BRB,N9 - OTHER CONSTRUCTION MACHINERY,0
BHUTAN,BTN,N9 - OTHER CONSTRUCTION MACHINERY,30
BOTSWANA,BWA,N9 - OTHER CONSTRUCTION MACHINERY,4
C AFRI REP,CAF,N9 - OTHER CONSTRUCTION MACHINERY,0
ESTONIA,EST,N9 - OTHER CONSTRUCTION MACHINERY,2
FINLAND,FIN,N9 - OTHER CONSTRUCTION MACHINERY,14
FR POLYNESIA,PYF,N9 - OTHER CONSTRUCTION MACHINERY,0
GABON,GAB,N9 - OTHER CONSTRUCTION MACHINERY,4
GHANA,GHA,N9 - OTHER CONSTRUCTION MACHINERY,47
GUAM,GUM,N9 - OTHER CONSTRUCTION MACHINERY,0
GUINEA,GIN,N9 - OTHER CONSTRUCTION MACHINERY,13
GUYANA,GUY,N9 - OTHER CONSTRUCTION MACHINERY,4
JAMAICA,JAM,N9 - OTHER CONSTRUCTION MACHINERY,1
KAZAKHSTAN,KAZ,N9 - OTHER CONSTRUCTION MACHINERY,7
MALDIVES,MDV,N9 - OTHER CONSTRUCTION MACHINERY,12
MONGOLIA,MNG,N9 - OTHER CONSTRUCTION MACHINERY,1
MONTSERRAT,MSR,N9 - OTHER CONSTRUCTION MACHINERY,0
NEW ZEALAND,NZL,N9 - OTHER CONSTRUCTION MACHINERY,14
RUSSIA,RUS,N9 - OTHER CONSTRUCTION MACHINERY,76
SIERRA LEONE,SLE,N9 - OTHER CONSTRUCTION MACHINERY,4
SOUTH AFRICA,ZAF,N9 - OTHER CONSTRUCTION MACHINERY,65
ST LUCIA,LCA,N9 - OTHER CONSTRUCTION MACHINERY,0
ST VINCENT,VCT,N9 - OTHER CONSTRUCTION MACHINERY,0
SURINAME,SUR,N9 - OTHER CONSTRUCTION MACHINERY,1
ZAMBIA,ZMB,N9 - OTHER CONSTRUCTION MACHINERY,13
ZIMBABWE,ZWE,N9 - OTHER CONSTRUCTION MACHINERY,5
DENMARK,DNK,O1 - OTHER MISC. ENGINEERING ITEMS,27
DOMINICA,DOM,O1 - OTHER MISC. ENGINEERING ITEMS,0
FR POLYNESIA,PYF,O1 - OTHER MISC. ENGINEERING ITEMS,0
GUAM,GUM,O1 - OTHER MISC. ENGINEERING ITEMS,0
ISRAEL,ISR,O1 - OTHER MISC. ENGINEERING ITEMS,102
MACAO,MAC,O1 - OTHER MISC. ENGINEERING ITEMS,11
MARSHALL ISLAND,MHL,O1 - OTHER MISC. ENGINEERING ITEMS,0
SAN MARINO,SMR,O1 - OTHER MISC. ENGINEERING ITEMS,0
SERBIA,SRB,O1 - OTHER MISC. ENGINEERING ITEMS,3
SLOVAK REP,SVK,O1 - OTHER MISC. ENGINEERING ITEMS,11
ST LUCIA,LCA,O1 - OTHER MISC. ENGINEERING ITEMS,0
ST VINCENT,VCT,O1 - OTHER MISC. ENGINEERING ITEMS,0
SWEDEN,SWE,O1 - OTHER MISC. ENGINEERING ITEMS,31
SWITZERLAND,CHE,O1 - OTHER MISC. ENGINEERING ITEMS,35
UZBEKISTAN,UZB,O1 - OTHER MISC. ENGINEERING ITEMS,7
VIRGIN IS US,VIR,O1 - OTHER MISC. ENGINEERING ITEMS,0
AZERBAIJAN,AZE,O3 - PUMPS OF ALL TYPES,1
LIBYA,LBY,O3 - PUMPS OF ALL TYPES,6
LIECHTENSTEIN,LIE,O3 - PUMPS OF ALL TYPES,0
MALAWI,MWI,O3 - PUMPS OF ALL TYPES,2
SOUTH SUDAN,SSD,O3 - PUMPS OF ALL TYPES,1
FRANCE,FRA,"O4 - AIRCRAFT, SPACECRAFT AND PARTS",193
SURINAME,SUR,"O4 - AIRCRAFT, SPACECRAFT AND PARTS",1
SWITZERLAND,CHE,"O4 - AIRCRAFT, SPACECRAFT AND PARTS",20
ANGOLA,AGO,O5 - MOTOR VEHICLE/CARS,10
ANTIGUA,ATG,O5 - MOTOR VEHICLE/CARS,1
ARGENTINA,ARG,O5 - MOTOR VEHICLE/CARS,49
ARUBA,ABW,O5 - MOTOR VEHICLE/CARS,2
AUSTRALIA,AUS,O5 - MOTOR VEHICLE/CARS,101
BAHAMAS,BHS,O5 - MOTOR VEHICLE/CARS,2
BAHARAIN IS,BHR,O5 - MOTOR VEHICLE/CARS,23
BARBADOS,BRB,O5 - MOTOR VEHICLE/CARS,6
BERMUDA,BMU,O5 - MOTOR VEHICLE/CARS,5
BHUTAN,BTN,O5 - MOTOR VEHICLE/CARS,57
BOLIVIA,BOL,O5 - MOTOR VEHICLE/CARS,38
BRUNEI,BRN,O5 - MOTOR VEHICLE/CARS,22
BURKINA FASO,BFA,O5 - MOTOR VEHICLE/CARS,5
CAMBODIA,KHM,O5 - MOTOR VEHICLE/CARS,7
CAPE VERDE IS,CPV,O5 - MOTOR VEHICLE/CARS,0
CAYMAN IS,CYM,O5 - MOTOR VEHICLE/CARS,1
CHAD,TCD,O5 - MOTOR VEHICLE/CARS,2
CHILE,CHL,O5 - MOTOR VEHICLE/CARS,340
COLOMBIA,COL,O5 - MOTOR VEHICLE/CARS,65
CONGO D. REP.,COG,O5 - MOTOR VEHICLE/CARS,10
CONGO P REP,COD,O5 - MOTOR VEHICLE/CARS,17
COSTA RICA,CRI,O5 - MOTOR VEHICLE/CARS,23
COTE D' IVOIRE,CIV,O5 - MOTOR VEHICLE/CARS,44
CUBA,CUB,O5 - MOTOR VEHICLE/CARS,10
DJIBOUTI,DJI,O5 - MOTOR VEHICLE/CARS,26
DOMINIC REP,DMA,O5 - MOTOR VEHICLE/CARS,26
DOMINICA,DOM,O5 - MOTOR VEHICLE/CARS,0
ECUADOR,ECU,O5 - MOTOR VEHICLE/CARS,29
EGYPT A RP,EGY,O5 - MOTOR VEHICLE/CARS,234
EL SALVADOR,SLV,O5 - MOTOR VEHICLE/CARS,9
ETHIOPIA,ETH,O5 - MOTOR VEHICLE/CARS,65
FR POLYNESIA,PYF,O5 - MOTOR VEHICLE/CARS,5
GABON,GAB,O5 - MOTOR VEHICLE/CARS,3
GHANA,GHA,O5 - MOTOR VEHICLE/CARS,58
GRENADA,GRD,O5 - MOTOR VEHICLE/CARS,1
GUADELOUPE,GLP,O5 - MOTOR VEHICLE/CARS,0
GUATEMALA,GTM,O5 - MOTOR VEHICLE/CARS,36
HAITI,HTI,O5 - MOTOR VEHICLE/CARS,2
HONDURAS,HND,O5 - MOTOR VEHICLE/CARS,12
INDONESIA,IDN,O5 - MOTOR VEHICLE/CARS,243
IRAQ,IRQ,O5 - MOTOR VEHICLE/CARS,73
JAMAICA,JAM,O5 - MOTOR VEHICLE/CARS,12
KENYA,KEN,O5 - MOTOR VEHICLE/CARS,55
KUWAIT,KWT,O5 - MOTOR VEHICLE/CARS,40
LAO PD RP,LAO,O5 - MOTOR VEHICLE/CARS,5
LEBANON,LBN,O5 - MOTOR VEHICLE/CARS,8
LIBERIA,LBR,O5 - MOTOR VEHICLE/CARS,10
LIBYA,LBY,O5 - MOTOR VEHICLE/CARS,23
MADAGASCAR,MDG,O5 - MOTOR VEHICLE/CARS,5
MALAWI,MWI,O5 - MOTOR VEHICLE/CARS,2
MARSHALL ISLAND,MHL,O5 - MOTOR VEHICLE/CARS,0
MAURITIUS,MUS,O5 - MOTOR VEHICLE/CARS,34
MEXICO,MEX,O5 - MOTOR VEHICLE/CARS,874
MOROCCO,MAR,O5 - MOTOR VEHICLE/CARS,74
MOZAMBIQUE,MOZ,O5 - MOTOR VEHICLE/CARS,22
NEPAL,NPL,O5 - MOTOR VEHICLE/CARS,273
NEW CALEDONIA,NCL,O5 - MOTOR VEHICLE/CARS,8
NEW ZEALAND,NZL,O5 - MOTOR VEHICLE/CARS,13
NICARAGUA,NIC,O5 - MOTOR VEHICLE/CARS,10
NIGERIA,NGA,O5 - MOTOR VEHICLE/CARS,158
PANAMA REPUBLIC,PAN,O5 - MOTOR VEHICLE/CARS,38
PAPUA N GNA,PNG,O5 - MOTOR VEHICLE/CARS,2
PARAGUAY,PRY,O5 - MOTOR VEHICLE/CARS,15
PERU,PER,O5 - MOTOR VEHICLE/CARS,113
PHILIPPINES,PHL,O5 - MOTOR VEHICLE/CARS,64
PUERTO RICO,PRI,O5 - MOTOR VEHICLE/CARS,12
QATAR,QAT,O5 - MOTOR VEHICLE/CARS,72
SAMOA,WSM,O5 - MOTOR VEHICLE/CARS,0
SAUDI ARAB,SAU,O5 - MOTOR VEHICLE/CARS,499
SENEGAL,SEN,O5 - MOTOR VEHICLE/CARS,23
SEYCHELLES,SYC,O5 - MOTOR VEHICLE/CARS,3
SIERRA LEONE,SLE,O5 - MOTOR VEHICLE/CARS,5
SOLOMON IS,SLB,O5 - MOTOR VEHICLE/CARS,0
SOMALIA,SOM,O5 - MOTOR VEHICLE/CARS,45
SOUTH AFRICA,ZAF,O5 - MOTOR VEHICLE/CARS,1075
SOUTH SUDAN,SSD,O5 - MOTOR VEHICLE/CARS,3
ST KITT N A,KNA,O5 - MOTOR VEHICLE/CARS,1
ST LUCIA,LCA,O5 - MOTOR VEHICLE/CARS,1
ST VINCENT,VCT,O5 - MOTOR VEHICLE/CARS,0
SUDAN,SDN,O5 - MOTOR VEHICLE/CARS,21
TANZANIA REP,TZA,O5 - MOTOR VEHICLE/CARS,43
TRINIDAD,TTO,O5 - MOTOR VEHICLE/CARS,8
TUNISIA,TUN,O5 - MOTOR VEHICLE/CARS,82
TURKS C IS,TCA,O5 - MOTOR VEHICLE/CARS,0
UGANDA,UGA,O5 - MOTOR VEHICLE/CARS,19
URUGUAY,URY,O5 - MOTOR VEHICLE/CARS,18
VANUATU REP,VUT,O5 - MOTOR VEHICLE/CARS,1
ZIMBABWE,ZWE,O5 - MOTOR VEHICLE/CARS,2
MONGOLIA,MNG,"O6 - RAILWY TRNSPRT EQUIPMNTS, PRTS",0
MOZAMBIQUE,MOZ,"O6 - RAILWY TRNSPRT EQUIPMNTS, PRTS",37
SWEDEN,SWE,"O6 - RAILWY TRNSPRT EQUIPMNTS, PRTS",25
ANGOLA,AGO,"O7 - SHIP, BOAT AND FLOATING STRUCT",39
